"sciname","nutrient","sex","age","median_ear","median_ear_perc"
"Salmo salar","Riboflavin","Children","5-9",200,20000
"Salmo salar","Thiamin","Children","5-9",0.42,42
"Salmo salar","Vitamin C","Children","5-9",0.1,10
"Salmo salar","Zinc","Children","5-9",0.12375,12.375
"Salmo trutta","Calcium","Children","5-9",0.354375,35.4375
"Salmo trutta","Copper","Children","5-9",0.617647058823529,61.7647058823529
"Salmo trutta","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Salmo trutta","Phosphorus","Children","5-9",0.659259259259259,65.9259259259259
"Salmo trutta","Riboflavin","Children","5-9",720,72000
"Salmo trutta","Thiamin","Children","5-9",0.18,18
"Salmo trutta","Zinc","Children","5-9",0.2075,20.75
"Salmostoma bacaila","Calcium","Children","5-9",0.44,44
"Salmostoma bacaila","Copper","Children","5-9",0.352941176470588,35.2941176470588
"Salmostoma bacaila","Magnesium","Children","5-9",0.372727272727273,37.2727272727273
"Salmostoma bacaila","Phosphorus","Children","5-9",0.498765432098765,49.8765432098765
"Salmostoma bacaila","Riboflavin","Children","5-9",220,22000
"Salmostoma bacaila","Thiamin","Children","5-9",0.18,18
"Salmostoma bacaila","Zinc","Children","5-9",0.775,77.5
"Salmostoma phulo","Calcium","Children","5-9",0.6675,66.75
"Salmostoma phulo","Phosphorus","Children","5-9",0.545679012345679,54.5679012345679
"Salmostoma phulo","Zinc","Children","5-9",0.775,77.5
"Salvelinus alpinus","Calcium","Children","5-9",0.025,2.5
"Salvelinus alpinus","Copper","Children","5-9",0.705882352941176,70.5882352941176
"Salvelinus alpinus","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Salvelinus alpinus","Phosphorus","Children","5-9",0.650617283950617,65.0617283950617
"Salvelinus alpinus","Riboflavin","Children","5-9",830,83000
"Salvelinus alpinus","Thiamin","Children","5-9",0.44,44
"Salvelinus alpinus","Zinc","Children","5-9",0.2,20
"Salvelinus fontinalis","Calcium","Children","5-9",0.017875,1.7875
"Salvelinus fontinalis","Copper","Children","5-9",0.397058823529412,39.7058823529412
"Salvelinus fontinalis","Magnesium","Children","5-9",0.354545454545454,35.4545454545455
"Salvelinus fontinalis","Phosphorus","Children","5-9",0.622222222222222,62.2222222222222
"Salvelinus fontinalis","Riboflavin","Children","5-9",180,18000
"Salvelinus fontinalis","Zinc","Children","5-9",0.2,20
"Salvelinus leucomaenis","Calcium","Children","5-9",0.04875,4.875
"Salvelinus leucomaenis","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Salvelinus leucomaenis","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Salvelinus leucomaenis","Phosphorus","Children","5-9",0.641975308641975,64.1975308641975
"Salvelinus leucomaenis","Riboflavin","Children","5-9",240,24000
"Salvelinus leucomaenis","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Salvelinus leucomaenis","Zinc","Children","5-9",0.2,20
"Salvelinus malma","Calcium","Children","5-9",0.01625,1.625
"Salvelinus malma","Phosphorus","Children","5-9",0.471604938271605,47.1604938271605
"Salvelinus malma","Riboflavin","Children","5-9",420,42000
"Salvelinus malma","Thiamin","Children","5-9",0.1,10
"Salvelinus namaycush","Calcium","Children","5-9",0.0129375,1.29375
"Salvelinus namaycush","Copper","Children","5-9",0.132352941176471,13.2352941176471
"Salvelinus namaycush","Magnesium","Children","5-9",0.240909090909091,24.0909090909091
"Salvelinus namaycush","Phosphorus","Children","5-9",0.55679012345679,55.679012345679
"Salvelinus namaycush","Riboflavin","Children","5-9",720,72000
"Salvelinus namaycush","Thiamin","Children","5-9",0.02,2
"Salvelinus namaycush","Zinc","Children","5-9",0.15,15
"Salvelinus spp., oncorhynchus spp., salmo salar","Calcium","Children","5-9",0.0475,4.75
"Salvelinus spp., oncorhynchus spp., salmo salar","Copper","Children","5-9",0.501470588235294,50.1470588235294
"Salvelinus spp., oncorhynchus spp., salmo salar","Magnesium","Children","5-9",0.218181818181818,21.8181818181818
"Salvelinus spp., oncorhynchus spp., salmo salar","Phosphorus","Children","5-9",0.604938271604938,60.4938271604938
"Salvelinus spp., oncorhynchus spp., salmo salar","Riboflavin","Children","5-9",160,16000
"Salvelinus spp., oncorhynchus spp., salmo salar","Thiamin","Children","5-9",0.16,16
"Salvelinus spp., oncorhynchus spp., salmo salar","Zinc","Children","5-9",0.14675,14.675
"Sander canadensis","Calcium","Children","5-9",0.01,1
"Sander canadensis","Phosphorus","Children","5-9",0.459259259259259,45.9259259259259
"Sander canadensis","Riboflavin","Children","5-9",780,78000
"Sander canadensis","Thiamin","Children","5-9",0.06,6
"Sander lucioperca","Calcium","Children","5-9",0.065625,6.5625
"Sander lucioperca","Copper","Children","5-9",0.294117647058824,29.4117647058824
"Sander lucioperca","Magnesium","Children","5-9",0.463636363636364,46.3636363636364
"Sander lucioperca","Phosphorus","Children","5-9",0.469135802469136,46.9135802469136
"Sander lucioperca","Riboflavin","Children","5-9",200,20000
"Sander lucioperca","Thiamin","Children","5-9",0.08,8
"Sander lucioperca","Zinc","Children","5-9",0.2,20
"Sander vitreus","Calcium","Children","5-9",0.10625,10.625
"Sander vitreus","Copper","Children","5-9",0.523529411764706,52.3529411764706
"Sander vitreus","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Sander vitreus","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Sander vitreus","Riboflavin","Children","5-9",320,32000
"Sander vitreus","Thiamin","Children","5-9",0.54,54
"Sander vitreus","Zinc","Children","5-9",0.155,15.5
"Sarda sarda","Calcium","Children","5-9",0.02,2
"Sarda sarda","Copper","Children","5-9",0.588235294117647,58.8235294117647
"Sarda sarda","Magnesium","Children","5-9",0.0909090909090909,9.09090909090909
"Sarda sarda","Zinc","Children","5-9",0.2,20
"Sardina pilchardus","Copper","Children","5-9",0.352941176470588,35.2941176470588
"Sardinella aurita","Calcium","Children","5-9",0.0055,0.55
"Sardinella aurita","Magnesium","Children","5-9",0.0454545454545455,4.54545454545455
"Sardinella aurita","Phosphorus","Children","5-9",0.0054320987654321,0.54320987654321
"Sardinella fimbriata","Calcium","Children","5-9",0.2053625,20.53625
"Sardinella longiceps","Calcium","Children","5-9",1.2835625,128.35625
"Sardinops melanostictus","Calcium","Children","5-9",0.0925,9.25
"Sardinops melanostictus","Copper","Children","5-9",0.588235294117647,58.8235294117647
"Sardinops melanostictus","Magnesium","Children","5-9",0.331818181818182,33.1818181818182
"Sardinops melanostictus","Phosphorus","Children","5-9",0.54320987654321,54.320987654321
"Sardinops melanostictus","Riboflavin","Children","5-9",740,74000
"Sardinops melanostictus","Thiamin","Children","5-9",0.05,5
"Sardinops melanostictus","Vitamin C","Children","5-9",0,0
"Sardinops melanostictus","Zinc","Children","5-9",0.375,37.5
"Sardinops sagax","Calcium","Children","5-9",0.90625,90.625
"Sardinops sagax","Copper","Children","5-9",0.352941176470588,35.2941176470588
"Sardinops sagax","Magnesium","Children","5-9",0.418181818181818,41.8181818181818
"Sardinops sagax","Phosphorus","Children","5-9",1.41975308641975,141.975308641975
"Sardinops sagax","Riboflavin","Children","5-9",680,68000
"Sardinops sagax","Vitamin C","Children","5-9",0,0
"Sardinops sagax","Zinc","Children","5-9",0.775,77.5
"Sargassum oligocystum","Calcium","Children","5-9",3.48875,348.875
"Sargassum oligocystum","Copper","Children","5-9",0.432352941176471,43.2352941176471
"Sargassum oligocystum","Magnesium","Children","5-9",5.72727272727273,572.727272727273
"Sargassum oligocystum","Zinc","Children","5-9",0.64025,64.025
"Saurida macrolepis, synodus ulae","Calcium","Children","5-9",0.1,10
"Saurida macrolepis, synodus ulae","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Saurida macrolepis, synodus ulae","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Saurida macrolepis, synodus ulae","Phosphorus","Children","5-9",0.641975308641975,64.1975308641975
"Saurida macrolepis, synodus ulae","Riboflavin","Children","5-9",200,20000
"Saurida macrolepis, synodus ulae","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Saurida macrolepis, synodus ulae","Zinc","Children","5-9",0.1,10
"Saurida tumbil","Calcium","Children","5-9",0.594075,59.4075
"Saxidomus gigantea","Calcium","Children","5-9",0.05125,5.125
"Saxidomus gigantea","Phosphorus","Children","5-9",0.479012345679012,47.9012345679012
"Saxidomus gigantea","Riboflavin","Children","5-9",440,44000
"Saxidomus gigantea","Thiamin","Children","5-9",0.24,24
"Scardinius erythrophthalmus","Calcium","Children","5-9",0.074375,7.4375
"Scardinius erythrophthalmus","Copper","Children","5-9",0.294117647058824,29.4117647058824
"Scardinius erythrophthalmus","Magnesium","Children","5-9",0.586363636363636,58.6363636363636
"Scardinius erythrophthalmus","Phosphorus","Children","5-9",0.469135802469136,46.9135802469136
"Scardinius erythrophthalmus","Zinc","Children","5-9",0.15,15
"Sciaena umbra","Calcium","Children","5-9",0.0925,9.25
"Sciaena umbra","Copper","Children","5-9",2.35294117647059,235.294117647059
"Sciaena umbra","Magnesium","Children","5-9",0.554545454545455,55.4545454545455
"Sciaena umbra","Zinc","Children","5-9",0.525,52.5
"Scolopsis bimaculatus","Calcium","Children","5-9",1.46875,146.875
"Scomber australasicus","Calcium","Children","5-9",0.015,1.5
"Scomber australasicus","Copper","Children","5-9",0.382352941176471,38.2352941176471
"Scomber australasicus","Magnesium","Children","5-9",0.3,30
"Scomber australasicus","Phosphorus","Children","5-9",0.641975308641975,64.1975308641975
"Scomber australasicus","Riboflavin","Children","5-9",560,56000
"Scomber australasicus","Vitamin C","Children","5-9",0,0
"Scomber australasicus","Zinc","Children","5-9",0.275,27.5
"Scomber japonicus","Calcium","Children","5-9",0.0125,1.25
"Scomber japonicus","Copper","Children","5-9",0.352941176470588,35.2941176470588
"Scomber japonicus","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Scomber japonicus","Phosphorus","Children","5-9",0.62962962962963,62.962962962963
"Scomber japonicus","Riboflavin","Children","5-9",630,63000
"Scomber japonicus","Thiamin","Children","5-9",0.44,44
"Scomber japonicus","Vitamin C","Children","5-9",0.0227272727272727,2.27272727272727
"Scomber japonicus","Zinc","Children","5-9",0.275,27.5
"Scomber scombrus","Calcium","Children","5-9",0.015,1.5
"Scomber scombrus","Copper","Children","5-9",0.235294117647059,23.5294117647059
"Scomber scombrus","Magnesium","Children","5-9",0.254545454545455,25.4545454545455
"Scomber scombrus","Phosphorus","Children","5-9",0.52716049382716,52.7160493827161
"Scomber scombrus","Riboflavin","Children","5-9",730,73000
"Scomber scombrus","Thiamin","Children","5-9",0.24,24
"Scomber scombrus","Vitamin C","Children","5-9",0.0227272727272727,2.27272727272727
"Scomber scombrus","Zinc","Children","5-9",0.1575,15.75
"Scomber spp., trachurus spp.","Calcium","Children","5-9",0.02875,2.875
"Scomber spp., trachurus spp.","Copper","Children","5-9",0.273529411764706,27.3529411764706
"Scomber spp., trachurus spp.","Magnesium","Children","5-9",0.254545454545455,25.4545454545455
"Scomber spp., trachurus spp.","Phosphorus","Children","5-9",0.308641975308642,30.8641975308642
"Scomber spp., trachurus spp.","Thiamin","Children","5-9",0.222,22.2
"Scomber spp., trachurus spp.","Zinc","Children","5-9",0.1675,16.75
"Scomberomorus cavalla","Calcium","Children","5-9",0.00875,0.875
"Scomberomorus cavalla","Copper","Children","5-9",0.0764705882352941,7.64705882352941
"Scomberomorus cavalla","Magnesium","Children","5-9",0.290909090909091,29.0909090909091
"Scomberomorus cavalla","Phosphorus","Children","5-9",0.612345679012346,61.2345679012346
"Scomberomorus cavalla","Riboflavin","Children","5-9",160,16000
"Scomberomorus cavalla","Thiamin","Children","5-9",1.52,152
"Scomberomorus cavalla","Vitamin C","Children","5-9",0,0
"Scomberomorus cavalla","Zinc","Children","5-9",0.15,15
"Scomberomorus commerson","Calcium","Children","5-9",0.064375,6.4375
"Scomberomorus commerson","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Scomberomorus commerson","Magnesium","Children","5-9",0.368181818181818,36.8181818181818
"Scomberomorus commerson","Phosphorus","Children","5-9",0.451851851851852,45.1851851851852
"Scomberomorus commerson","Riboflavin","Children","5-9",310,31000
"Scomberomorus commerson","Thiamin","Children","5-9",0.06,6
"Scomberomorus commerson","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Scomberomorus commerson","Zinc","Children","5-9",0.11125,11.125
"Scomberomorus guttatus","Calcium","Children","5-9",0.043125,4.3125
"Scomberomorus guttatus","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Scomberomorus guttatus","Magnesium","Children","5-9",0.322727272727273,32.2727272727273
"Scomberomorus guttatus","Phosphorus","Children","5-9",0.566666666666667,56.6666666666667
"Scomberomorus guttatus","Riboflavin","Children","5-9",180,18000
"Scomberomorus guttatus","Thiamin","Children","5-9",0.16,16
"Scomberomorus guttatus","Zinc","Children","5-9",0.185,18.5
"Scomberomorus maculatus","Calcium","Children","5-9",0.01375,1.375
"Scomberomorus maculatus","Copper","Children","5-9",0.161764705882353,16.1764705882353
"Scomberomorus maculatus","Magnesium","Children","5-9",0.3,30
"Scomberomorus maculatus","Phosphorus","Children","5-9",0.506172839506173,50.6172839506173
"Scomberomorus maculatus","Thiamin","Children","5-9",0.26,26
"Scomberomorus maculatus","Zinc","Children","5-9",0.1225,12.25
"Scomberomorus niphonius","Calcium","Children","5-9",0.016875,1.6875
"Scomberomorus niphonius","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Scomberomorus niphonius","Magnesium","Children","5-9",0.336363636363636,33.6363636363636
"Scomberomorus niphonius","Phosphorus","Children","5-9",0.654320987654321,65.4320987654321
"Scomberomorus niphonius","Riboflavin","Children","5-9",700,70000
"Scomberomorus niphonius","Thiamin","Children","5-9",0.18,18
"Scomberomorus niphonius","Vitamin C","Children","5-9",0,0
"Scomberomorus niphonius","Zinc","Children","5-9",0.175,17.5
"Scombrops boops","Calcium","Children","5-9",0.03125,3.125
"Scombrops boops","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Scombrops boops","Magnesium","Children","5-9",0.181818181818182,18.1818181818182
"Scombrops boops","Phosphorus","Children","5-9",0.444444444444444,44.4444444444444
"Scombrops boops","Riboflavin","Children","5-9",320,32000
"Scombrops boops","Vitamin C","Children","5-9",0,0
"Scombrops boops","Zinc","Children","5-9",0.1,10
"Scophthalmus maximus","Calcium","Children","5-9",0.0135,1.35
"Scophthalmus maximus","Copper","Children","5-9",0.0294117647058824,2.94117647058824
"Scophthalmus maximus","Magnesium","Children","5-9",0.195454545454545,19.5454545454545
"Scophthalmus maximus","Phosphorus","Children","5-9",0.35679012345679,35.679012345679
"Scophthalmus maximus","Riboflavin","Children","5-9",160,16000
"Scophthalmus maximus","Thiamin","Children","5-9",0.106,10.6
"Scophthalmus maximus","Vitamin C","Children","5-9",0,0
"Scophthalmus maximus","Zinc","Children","5-9",0.14875,14.875
"Scorpaena scrofa","Calcium","Children","5-9",0.07625,7.625
"Scorpaena scrofa","Copper","Children","5-9",1.47058823529412,147.058823529412
"Scorpaena scrofa","Magnesium","Children","5-9",0.190909090909091,19.0909090909091
"Scorpaena scrofa","Zinc","Children","5-9",0.45,45
"Scylla serrata","Calcium","Children","5-9",0.24,24
"Scylla serrata","Copper","Children","5-9",6.45588235294118,645.588235294118
"Scylla serrata","Magnesium","Children","5-9",0.390909090909091,39.0909090909091
"Scylla serrata","Phosphorus","Children","5-9",0.545679012345679,54.5679012345679
"Scylla serrata","Riboflavin","Children","5-9",420,42000
"Scylla serrata","Thiamin","Children","5-9",0.06,6
"Scylla serrata","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Scylla serrata","Zinc","Children","5-9",0.825,82.5
"Sebastes alutus","Calcium","Children","5-9",0.035,3.5
"Sebastes alutus","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Sebastes alutus","Magnesium","Children","5-9",0.236363636363636,23.6363636363636
"Sebastes alutus","Phosphorus","Children","5-9",0.580246913580247,58.0246913580247
"Sebastes alutus","Riboflavin","Children","5-9",110,11000
"Sebastes alutus","Thiamin","Children","5-9",0.1,10
"Sebastes alutus","Vitamin C","Children","5-9",0,0
"Sebastes alutus","Zinc","Children","5-9",0.1,10
"Sebastes cheni, sebastes inermis,sebastes ventrcosus","Calcium","Children","5-9",0.1,10
"Sebastes cheni, sebastes inermis,sebastes ventrcosus","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Sebastes cheni, sebastes inermis,sebastes ventrcosus","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Sebastes cheni, sebastes inermis,sebastes ventrcosus","Phosphorus","Children","5-9",0.493827160493827,49.3827160493827
"Sebastes cheni, sebastes inermis,sebastes ventrcosus","Riboflavin","Children","5-9",340,34000
"Sebastes cheni, sebastes inermis,sebastes ventrcosus","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Sebastes cheni, sebastes inermis,sebastes ventrcosus","Zinc","Children","5-9",0.1,10
"Sebastes flavidus","Calcium","Children","5-9",0.01,1
"Sebastes flavidus","Phosphorus","Children","5-9",0.71358024691358,71.358024691358
"Sebastes flavidus","Riboflavin","Children","5-9",180,18000
"Sebastes flavidus","Thiamin","Children","5-9",0.18,18
"Sebastes flavidus","Zinc","Children","5-9",0.1,10
"Sebastes inermis","Calcium","Children","5-9",0.02125,2.125
"Sebastes inermis","Phosphorus","Children","5-9",0.612345679012346,61.2345679012346
"Sebastes inermis","Riboflavin","Children","5-9",460,46000
"Sebastes inermis","Thiamin","Children","5-9",0.06,6
"Sebastes inermis","Vitamin C","Children","5-9",0,0
"Sebastes iracundus","Calcium","Children","5-9",0.02,2
"Sebastes iracundus","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Sebastes iracundus","Magnesium","Children","5-9",0.2,20
"Sebastes iracundus","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Sebastes iracundus","Riboflavin","Children","5-9",60,6000
"Sebastes iracundus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Sebastes iracundus","Zinc","Children","5-9",0.1,10
"Sebastes marinus","Calcium","Children","5-9",0.025625,2.5625
"Sebastes marinus","Copper","Children","5-9",0.0602941176470588,6.02941176470588
"Sebastes marinus","Magnesium","Children","5-9",0.209090909090909,20.9090909090909
"Sebastes marinus","Phosphorus","Children","5-9",0.507407407407407,50.7407407407407
"Sebastes marinus","Thiamin","Children","5-9",0.08,8
"Sebastes marinus","Zinc","Children","5-9",0.075,7.5
"Sebastes matsubarae","Calcium","Children","5-9",0.01875,1.875
"Sebastes matsubarae","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Sebastes matsubarae","Magnesium","Children","5-9",0.218181818181818,21.8181818181818
"Sebastes matsubarae","Phosphorus","Children","5-9",0.419753086419753,41.9753086419753
"Sebastes matsubarae","Riboflavin","Children","5-9",80,8000
"Sebastes matsubarae","Vitamin C","Children","5-9",0,0
"Sebastes matsubarae","Zinc","Children","5-9",0.1,10
"Sebastes mentella","Calcium","Children","5-9",0.015,1.5
"Sebastes mentella","Copper","Children","5-9",0.0264705882352941,2.64705882352941
"Sebastes mentella","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Sebastes mentella","Phosphorus","Children","5-9",0.404938271604938,40.4938271604938
"Sebastes mentella","Zinc","Children","5-9",0.065,6.5
"Sebastes norvegicus","Calcium","Children","5-9",0.17625,17.625
"Sebastes norvegicus","Copper","Children","5-9",0.864705882352941,86.4705882352941
"Sebastes norvegicus","Phosphorus","Children","5-9",0.550617283950617,55.0617283950617
"Sebastes norvegicus","Zinc","Children","5-9",0.172875,17.2875
"Sebastes pinniger","Calcium","Children","5-9",0.01125,1.125
"Sebastes pinniger","Phosphorus","Children","5-9",0.493827160493827,49.3827160493827
"Sebastes pinniger","Riboflavin","Children","5-9",120,12000
"Sebastes pinniger","Thiamin","Children","5-9",0.08,8
"Sebastes pinniger","Zinc","Children","5-9",0.1,10
"Sebastes ruberrimus","Calcium","Children","5-9",0.01875,1.875
"Sebastes ruberrimus","Riboflavin","Children","5-9",20,2000
"Sebastes ruberrimus","Thiamin","Children","5-9",0.32,32
"Sebastiscus marmoratus","Calcium","Children","5-9",0.07125,7.125
"Sebastiscus marmoratus","Copper","Children","5-9",0.0294117647058824,2.94117647058824
"Sebastiscus marmoratus","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Sebastiscus marmoratus","Phosphorus","Children","5-9",0.444444444444444,44.4444444444444
"Sebastiscus marmoratus","Riboflavin","Children","5-9",120,12000
"Sebastiscus marmoratus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Sebastiscus marmoratus","Zinc","Children","5-9",0.125,12.5
"Sebastolobus macrochir","Calcium","Children","5-9",0.04,4
"Sebastolobus macrochir","Copper","Children","5-9",0.323529411764706,32.3529411764706
"Sebastolobus macrochir","Magnesium","Children","5-9",0.290909090909091,29.0909090909091
"Sebastolobus macrochir","Phosphorus","Children","5-9",0.320987654320988,32.0987654320988
"Sebastolobus macrochir","Riboflavin","Children","5-9",140,14000
"Sebastolobus macrochir","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Sebastolobus macrochir","Zinc","Children","5-9",0.1,10
"Selaroides leptolepis","Calcium","Children","5-9",1.07405,107.405
"Semiplotus semiplotus","Calcium","Children","5-9",0.58375,58.375
"Semiplotus semiplotus","Zinc","Children","5-9",0.425,42.5
"Sepia esculenta","Calcium","Children","5-9",0.02125,2.125
"Sepia esculenta","Copper","Children","5-9",1.32352941176471,132.352941176471
"Sepia esculenta","Magnesium","Children","5-9",0.436363636363636,43.6363636363636
"Sepia esculenta","Phosphorus","Children","5-9",0.419753086419753,41.9753086419753
"Sepia esculenta","Riboflavin","Children","5-9",100,10000
"Sepia esculenta","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Sepia esculenta","Zinc","Children","5-9",0.375,37.5
"Sepia officinalis","Calcium","Children","5-9",0.0275,2.75
"Sepia officinalis","Copper","Children","5-9",3.23529411764706,323.529411764706
"Sepia officinalis","Magnesium","Children","5-9",0.418181818181818,41.8181818181818
"Sepia officinalis","Phosphorus","Children","5-9",0.746913580246914,74.6913580246914
"Sepia officinalis","Riboflavin","Children","5-9",480,48000
"Sepia officinalis","Thiamin","Children","5-9",0.05,5
"Sepia officinalis","Vitamin C","Children","5-9",0.193181818181818,19.3181818181818
"Sepia officinalis","Zinc","Children","5-9",1.05,105
"Sepiolida, teuthida","Calcium","Children","5-9",0.04,4
"Sepiolida, teuthida","Copper","Children","5-9",3.81176470588235,381.176470588235
"Sepiolida, teuthida","Magnesium","Children","5-9",0.3,30
"Sepiolida, teuthida","Phosphorus","Children","5-9",0.545679012345679,54.5679012345679
"Sepiolida, teuthida","Riboflavin","Children","5-9",820,82000
"Sepiolida, teuthida","Thiamin","Children","5-9",0.04,4
"Sepiolida, teuthida","Zinc","Children","5-9",0.3825,38.25
"Seriola dumerili","Calcium","Children","5-9",0.01875,1.875
"Seriola dumerili","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Seriola dumerili","Magnesium","Children","5-9",0.309090909090909,30.9090909090909
"Seriola dumerili","Phosphorus","Children","5-9",0.666666666666667,66.6666666666667
"Seriola dumerili","Riboflavin","Children","5-9",320,32000
"Seriola dumerili","Vitamin C","Children","5-9",0,0
"Seriola dumerili","Zinc","Children","5-9",0.175,17.5
"Seriola lalandi","Calcium","Children","5-9",0.080625,8.0625
"Seriola lalandi","Copper","Children","5-9",0.141176470588235,14.1176470588235
"Seriola lalandi","Magnesium","Children","5-9",0.295454545454545,29.5454545454545
"Seriola lalandi","Phosphorus","Children","5-9",0.712345679012346,71.2345679012346
"Seriola lalandi","Riboflavin","Children","5-9",260,26000
"Seriola lalandi","Vitamin C","Children","5-9",0.0681818181818182,6.81818181818182
"Seriola lalandi","Zinc","Children","5-9",0.17875,17.875
"Seriola quinqueradiata","Calcium","Children","5-9",0.00625,0.625
"Seriola quinqueradiata","Copper","Children","5-9",0.264705882352941,26.4705882352941
"Seriola quinqueradiata","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Seriola quinqueradiata","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Seriola quinqueradiata","Riboflavin","Children","5-9",460,46000
"Seriola quinqueradiata","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Seriola quinqueradiata","Zinc","Children","5-9",0.175,17.5
"Seriolella punctata","Calcium","Children","5-9",0.01375,1.375
"Seriolella punctata","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Seriolella punctata","Magnesium","Children","5-9",0.281818181818182,28.1818181818182
"Seriolella punctata","Phosphorus","Children","5-9",0.54320987654321,54.320987654321
"Seriolella punctata","Riboflavin","Children","5-9",360,36000
"Seriolella punctata","Vitamin C","Children","5-9",0,0
"Seriolella punctata","Zinc","Children","5-9",0.125,12.5
"Setipinna phasa","Calcium","Children","5-9",0.565,56.5
"Setipinna phasa","Copper","Children","5-9",0.588235294117647,58.8235294117647
"Setipinna phasa","Magnesium","Children","5-9",0.354545454545455,35.4545454545455
"Setipinna phasa","Phosphorus","Children","5-9",0.535802469135802,53.5802469135802
"Setipinna phasa","Riboflavin","Children","5-9",480,48000
"Setipinna phasa","Thiamin","Children","5-9",0.1,10
"Setipinna phasa","Zinc","Children","5-9",0.8,80
"Setipinna taty","Calcium","Children","5-9",0.40875,40.875
"Setipinna taty","Copper","Children","5-9",0.588235294117647,58.8235294117647
"Setipinna taty","Magnesium","Children","5-9",0.345454545454545,34.5454545454545
"Setipinna taty","Phosphorus","Children","5-9",0.432098765432099,43.2098765432099
"Setipinna taty","Riboflavin","Children","5-9",480,48000
"Setipinna taty","Thiamin","Children","5-9",0.1,10
"Setipinna taty","Zinc","Children","5-9",0.4,40
"Sillaginodes punctata","Calcium","Children","5-9",0.04625,4.625
"Sillaginodes punctata","Copper","Children","5-9",0.0294117647058824,2.94117647058824
"Sillaginodes punctata","Magnesium","Children","5-9",0.254545454545455,25.4545454545455
"Sillaginodes punctata","Phosphorus","Children","5-9",0.624691358024691,62.4691358024691
"Sillaginodes punctata","Riboflavin","Children","5-9",0,0
"Sillaginodes punctata","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Sillaginodes punctata","Zinc","Children","5-9",0.2,20
"Sillaginopsis panijus","Calcium","Children","5-9",0.2875,28.75
"Sillaginopsis panijus","Copper","Children","5-9",0.105882352941176,10.5882352941176
"Sillaginopsis panijus","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Sillaginopsis panijus","Phosphorus","Children","5-9",0.617283950617284,61.7283950617284
"Sillaginopsis panijus","Zinc","Children","5-9",0.2225,22.25
"Sillago japonica","Calcium","Children","5-9",0.03375,3.375
"Sillago japonica","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Sillago japonica","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Sillago japonica","Phosphorus","Children","5-9",0.444444444444444,44.4444444444444
"Sillago japonica","Riboflavin","Children","5-9",60,6000
"Sillago japonica","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Sillago japonica","Zinc","Children","5-9",0.1,10
"Silurus asotus, ictalurus punctatus","Calcium","Children","5-9",0.0225,2.25
"Silurus asotus, ictalurus punctatus","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Silurus asotus, ictalurus punctatus","Magnesium","Children","5-9",0.209090909090909,20.9090909090909
"Silurus asotus, ictalurus punctatus","Phosphorus","Children","5-9",0.419753086419753,41.9753086419753
"Silurus asotus, ictalurus punctatus","Riboflavin","Children","5-9",200,20000
"Silurus asotus, ictalurus punctatus","Vitamin C","Children","5-9",0,0
"Silurus asotus, ictalurus punctatus","Zinc","Children","5-9",0.15,15
"Silurus glanis","Calcium","Children","5-9",0.031875,3.1875
